id,genres,title,belongs_to_collection,budget,revenue,original_language,release_date,runtime,spoken_languages,vote_average,actors,director,return,combined_features
241868,"Action, Adventure, Comedy",lupin the 3rd,Lupin the Third Collection,10500000,0.0,ja,2014-08-30,133.0,"English, 日本語",5.6,"Donnie Yen, Aaron Kwok, Joe Chen, Chow Yun-fat, Peter Ho, Monica Mok, Kelly Chen, Gigi Leung, Fan Siu-Wong, Eddie Cheung Siu-Fai, Hai Yi-Tian, Cecilia Cheung, Liu Hua, Calvin Cheng, Him Law, Xia Zitong, Li Jing, Cathy Leung Yue-Yan, Irene Wong, Zhang Zilin",Soi Cheang,0.0,"Lupin the Third Collection Action, Adventure, Comedy 2014-08-30 ja"
119892,"Action, Adventure, Family",the monkey king,The Monkey King Collection,82000000,0.0,zh,2014-09-01,119.0,"普通话, English",4.8,"Brendan Gleeson, Fionnula Flanagan, David Rawle, Pat Shortt, Jon Kenny, Lisa Hannigan, Lucy O'Connell, Colm Ó'Snodaigh, Liam Hourican, Kevin Swierszcz, Will Collins, Paul Young",Tomm Moore,0.0,"The Monkey King Collection Action, Adventure, Family 2014-09-01 zh"
66129,Comedy,les tuche,Les Tuche,0,0.0,fr,2011-06-30,95.0,Français,6.1,"Vincent Elbaz, Éric Caravaca, Patrick Bruel, Vincent Elbaz, Pascal Elbé, Mathieu Delarive, Françoise Fabian, Caterina Murino, Marie Moute, Michel Aumont, Judith El Zein, Moussa Maaskri, Amidou, Lubna Azabal, Etienne Chicot, Philippe Nahon",Alexandre Arcady,0.0,Les Tuche Comedy 2011-06-30 fr
33838,"Family, Animation",the care bears adventure in wonderland,Care Bears Collection,0,2608000.0,en,1987-07-08,75.0,English,4.6,"Norman Kerry, Mary Philbin, Cesare Gravina",Rupert Julian,0.0,"Care Bears Collection Family, Animation 1987-07-08 en"
24047,Science Fiction,alien nation: dark horizon,Alien Nation Collection,0,0.0,en,1994-10-25,90.0,English,6.2,"Gary Graham, Eric Pierpoint, Michele Scarabelli, Lauren Woodland, Sean Six",Kenneth Johnson,0.0,Alien Nation Collection Science Fiction 1994-10-25 en
77348,"TV Movie, Science Fiction",alien nation: body and soul,Alien Nation Collection,0,0.0,en,1995-10-10,87.0,English,6.5,"Gary Graham, Eric Pierpoint, Michele Scarabelli, Terri Treas, Lauren Woodland, Sean Six, Joe Lando",Kenneth Johnson,0.0,"Alien Nation Collection TV Movie, Science Fiction 1995-10-10 en"
50291,Science Fiction,alien nation: millennium,Alien Nation Collection,0,0.0,en,1996-02-01,90.0,English,5.5,"Somnath Avghade, Suraj Pawar, Kishore Kadam, Chayya kadam, Rajeshwari Kharat",Nagraj Manjule,0.0,Alien Nation Collection Science Fiction 1996-02-01 en
170522,"Animation, Comedy, Adventure",asterix: the mansions of the gods,Asterix and Obelix (Animation) Collection,30000000,0.0,fr,2014-11-26,85.0,Français,6.7,"Mathilda Paradeiser, Linda Molin, Isabella Lindquist, Sergej Merkusjev, Adam Lundgren, Sigmund Hovind, Kevin Caicedo Vega",Lisa Aschan,0.0,"Asterix and Obelix (Animation) Collection Animation, Comedy, Adventure 2014-11-26 fr"
41608,"Action, Western",god forgives... i don't!,Cat Stevens y Hutch Bessy Trilogy,0,0.0,it,2067-10-31,109.0,Italiano,6.2,"Leslie Nielsen, Steven Eckholdt, Robyn Lively, Max Morrow, Erik Knudsen",William Dear,0.0,"Cat Stevens y Hutch Bessy Trilogy Action, Western 2067-10-31 it"
227159,Comedy,horrible bosses 2,Horrible Bosses Collection,42000000,107670357.0,en,2014-11-26,108.0,English,6.1,"Jean-Pierre Gorin, Sheila Sharp, Hans Teuchart",Jean-Pierre Gorin,2.5635799285714285,Horrible Bosses Collection Comedy 2014-11-26 en
68340,"Comedy, Romance",doctor at large,The Doctor Series,0,0.0,en,2057-03-26,104.0,English,6.2,"Dirk Bogarde, James Robertson Justice, Samantha Eggar, Barbara Murray, Mylène Demongeot, Leo McKern, Donald Houston, Dennis Price, Richard Briers, Fenella Fielding, Leo McKern, Reginald Beckwith, Amanda Barrie, Marianne Stone, Peter Butterworth, Frank Finlay, Ronnie Stevens, Ronnie Barker, Jill Adams, Bill Kerr, Paul Whitsun-Jones, Michael Flanders, Jessie Evans, Timothy Bateson, John Bluthal, Johnny Briggs, Denise Coffey",Ralph Thomas,0.0,"The Doctor Series Comedy, Romance 2057-03-26 en"
68337,Comedy,doctor in distress,The Doctor Series,0,0.0,en,2063-07-30,102.0,English,6.6,"Dirk Bogarde, Muriel Pavlow, Kenneth More, Donald Sinden, Kay Kendall, James Robertson Justice, Donald Houston, Suzanne Cloutier, George Coulouris, Jean Taylor Smith, Nicholas Phipps, Geoffrey Keen, Martin Boddey, Joan Sims, Gudrun Ure, Maureen Pryor, Noel Purcell, Richard Wattis, Joan Hickson, Shirley Eaton, Amy Veness",Ralph Thomas,0.0,The Doctor Series Comedy 2063-07-30 en
68242,Comedy,doctor in the house,The Doctor Series,0,0.0,en,2054-03-23,92.0,English,6.2,"John Barrymore, Mary Astor, Myrna Loy, Hedda Hopper, Estelle Taylor, Warner Oland, Jane Winton, John Roche, Montagu Love, Josef Swickard, Willard Louis, Nigel De Brulier, John George",Alan Crosland,0.0,The Doctor Series Comedy 2054-03-23 en
19273,"Comedy, Family, Fantasy",dr. dolittle: million dollar mutts,Dr. Dolittle Collection,0,0.0,en,2009-08-04,90.0,English,5.5,"Kyla Pratt, Peter Coyote, Malcolm Stewart, Christine Chatelain, Niall Matter, Kwesi Ameyaw, Elise Gatien, Karen Holness, Stephanie Belding",Craig Shapiro,0.0,"Dr. Dolittle Collection Comedy, Family, Fantasy 2009-08-04 en"
27996,"Comedy, Family, Fantasy",dr. dolittle: tail to the chief,Dr. Dolittle Collection,0,0.0,en,2008-04-03,85.0,English,5.0,"Lionel Barrymore, Van Johnson, Susan Peters, Richard Quine, Keye Luke",Willis Goldbeck,0.0,"Dr. Dolittle Collection Comedy, Family, Fantasy 2008-04-03 en"
10473,"Action, Adventure, Comedy, Fantasy",dragonheart: a new beginning,DragonHeart Collection,0,0.0,en,2000-08-08,84.0,English,5.5,"Mickey Rooney, Dianne Foster, Kevin McCarthy, Jack Kelly, Harry Landers, Jerry Paris, Paul Picerni, Dick Crockett",Richard Quine,0.0,"DragonHeart Collection Action, Adventure, Comedy, Fantasy 2000-08-08 en"
66018,"Action, Thriller, Foreign",drunken master iii,Drunken Master Collection,0,0.0,cn,1994-02-07,91.0,广州话 / 廣州話,5.0,"Victor Mature, Lucille Ball, Lizabeth Scott, Sonny Tufts, Lloyd Nolan, Paul Stewart, Jack Paar, Jeff Donnell, Art Baker, Gordon Jones, Don Beddoe, Richard Erdman, William 'Bill' Phillips, Charles Lang, Kenny Washington, Audrey Young",Jacques Tourneur,0.0,"Drunken Master Collection Action, Thriller, Foreign 1994-02-07 cn"
2139,"Action, Adventure, Drama",cleopatra jones and the casino of gold,Cleopatra Jones,0,0.0,en,1975-11-07,94.0,"English, 普通话",6.7,Robert Indiana,Andy Warhol,0.0,"Cleopatra Jones Action, Adventure, Drama 1975-11-07 en"
134375,"Comedy, Crime, Family",home alone: the holiday heist,Home Alone Collection,0,0.0,en,2012-11-25,87.0,"English, Português",5.3,"Oleg Menshikov, Leonid Bronevoy, Inna Ulyanova, Anatoliy Ravikovich, Yelena Koreneva, Viktor Bortsov, Sofiya Pilyavskaya, Tatyana Dogileva, Igor Dmitriev, Yelizaveta Nikishchikhina, Yevgeni Morgunov, Natalya Krachkovskaya, Valentina Voilkova, Emmanuil Geller, Mikhail Kozakov",Mikhail Kozakov,0.0,"Home Alone Collection Comedy, Crime, Family 2012-11-25 en"
110552,Action,the protector 2,The Protector Collection,0,3302463.0,th,2013-10-23,104.0,ภาษาไทย,5.5,"Paul Bettany, Mark Strong, Stephen Graham, Brian Cox, Zoë Tapper, Ben Crompton, Natasha Little, Adrian Edmondson, Patrick Hurd-Wood, Stuart McQuarrie, Daniel Pemberton, Sandra Voe, Naomi Battrick, Nick Murphy , Jasper Britton",Nick Murphy ,0.0,The Protector Collection Action 2013-10-23 th
17792,"Fantasy, Horror, Mystery",omen iv: the awakening,The Omen Collection,0,0.0,en,1991-05-19,97.0,English,4.6,"Daniel Ross, Veronica Parks",Justin Timpane,0.0,"The Omen Collection Fantasy, Horror, Mystery 1991-05-19 en"
99361,Comedy,six swedish girls at a pump,Six Swedes Collection,0,0.0,de,1980-09-19,85.0,Deutsch,3.7,"Claudio Cassinelli, Arthur Kennedy, Franco Fabrizi, Sara Sperati",Luciano Ercoli,0.0,Six Swedes Collection Comedy 1980-09-19 de
74018,"Comedy, Family, Romance",a cinderella story: once upon a song,Cinderella Story Collection,0,0.0,en,2011-05-09,88.0,English,6.1,"Carroll Baker, George Eastman, Isabelle De Funès, Ely Galleani, Daniela Balzaretti, Mario Mattia Giorgetti, Sergio Masieri, Angela Covello",Corrado Farina,0.0,"Cinderella Story Collection Comedy, Family, Romance 2011-05-09 en"
15261,Comedy,bring it on: in it to win it,Bring It On Collection,0,0.0,en,2007-12-12,90.0,English,5.9,Kevin Eastman,Chris Brandt,0.0,Bring It On Collection Comedy 2007-12-12 en
285423,"War, Action",jarhead 2: field of fire,Jarhead Collection,0,0.0,en,2014-08-14,103.0,English,5.5,"Hugo Weaving, Angus Sampson, Ewen Leslie, Leigh Whannell, Georgina Haig, John Noble, Geoff Morrell, Noni Hazlehurst",Tony Mahony,0.0,"Jarhead Collection War, Action 2014-08-14 en"
289728,"Comedy, Family",jingle all the way 2,Jingle All the Way Collection,5000000,0.0,en,2014-02-12,93.0,English,4.0,"Annette Bening, Ed Harris, Robin Williams, Jess Weixler, Amy Brenneman, Linda Park, Jeffrey Vincent Parise, Eli Vargas, Horacio Cerutti, Clyde Kusatsu, Miguel Perez",Arie Posin,0.0,"Jingle All the Way Collection Comedy, Family 2014-02-12 en"
122917,"Action, Adventure, Fantasy",the hobbit: the battle of the five armies,The Hobbit Collection,250000000,956019788.0,en,2014-10-12,144.0,English,7.1,"Don Murray, Donald Houston, Carita, Andrew Keir, Adrienne Corri, Niall MacGinnis, Wilfrid Lawson, Nicola Pagett, Percy Herbert, Patrick Troughton, Nita Lorraine",Don Chaffey,3.824079152,"The Hobbit Collection Action, Adventure, Fantasy 2014-10-12 en"
63260,"Drama, Action, Romance, Western",the return of ringo,Ringo Collection,0,0.0,it,2065-08-12,95.0,Italiano,7.2,"Giuliano Gemma, Fernando Sancho, Lorella De Luca, Nieves Navarro, Antonio Casas, José Manuel Martín, Manuel Muñiz, Juan Cazalilla, Pablito Alonso, Nazzareno Zamperla, Francisco Sanz, Jose Halufi, George Martin, Juan Torres, Frank Oliveras, Duccio Tessari",Duccio Tessari,0.0,"Ringo Collection Drama, Action, Romance, Western 2065-08-12 it"
56431,"Western, Action, Drama",a pistol for ringo,Ringo Collection,0,0.0,it,2065-12-05,98.0,Italiano,6.0,"Jacques Perrin, Michèle Morgan, Enrico Maria Salerno, Sylva Koscina, Stefania Sandrelli, Gastone Moschin, Fred Williams",Duccio Tessari,0.0,"Ringo Collection Western, Action, Drama 2065-12-05 it"
29293,"TV Movie, Horror",house of the dead 2,House of the Dead Collection,6000000,0.0,en,2005-10-14,95.0,English,4.0,"Bérénice Bejo, Grégoire Colin, Isabelle Renauld, François Levantal, Joseph Malerba, Fred Ulysse",Antoine Blossier,0.0,"House of the Dead Collection TV Movie, Horror 2005-10-14 en"
47491,"Documentary, Drama",the beales of grey gardens,Grey Gardens Collection,400000,0.0,en,2006-07-21,90.0,English,6.5,"Suzanne Marre, Angelique, Michael Findlay, Vivian Del Rio, Peggy Steffans, Sally Farb, Ron Skideri, Roberta Findlay",Michael Findlay,0.0,"Grey Gardens Collection Documentary, Drama 2006-07-21 en"
61925,"Drama, Action, Thriller, Crime",the cop in blue jeans,Il Maresciallo Giraldi Collection,0,0.0,it,1976-11-03,95.0,Italiano,6.8,"Tomás Milián, Lilli Carati, Bombolo, Robert Webber, Giuliana Calandra, Giuseppe Pambieri, Massimo Vanni, Olimpia Di Nardo, Roberto Messina, Toni Ucci, John P. Dulaney, Vittorio Stagni, Enzo Pulcrano, Salvatore Billa, Benito Stefanelli, Franco Oppini, Mimmo Poli, Giancarlo Badessi, Marcello Martana, Anna Bonaiuto, Giovanni Attanasio, Nello Pazzafini",Bruno Corbucci,0.0,"Il Maresciallo Giraldi Collection Drama, Action, Thriller, Crime 1976-11-03 it"
52913,"Comedy, Crime",little italy,Il Maresciallo Giraldi Collection,0,0.0,it,1978-10-10,0.0,"Deutsch, Italiano",7.2,"Tomás Milián, Enzo Cannavale, Asha Puthli, Margherita Fumero, Gianni Musy, Leo Gavero, Andrea Aureli",Bruno Corbucci,0.0,"Il Maresciallo Giraldi Collection Comedy, Crime 1978-10-10 it"
207703,"Crime, Comedy, Action, Adventure",kingsman: the secret service,Kingsman Collection,81000000,414351546.0,en,2015-01-29,130.0,English,7.6,"Jennie Garth, Cameron Mathison, Shadia Ali, Kristin Booth, Charlie Carrick, Maria del Mar, Conrad Coates, Glenda Braganza",Jerry Ciccoritti,5.115451185185186,"Kingsman Collection Crime, Comedy, Action, Adventure 2015-01-29 en"
277368,"Family, Comedy",nicholas on holiday,Little Nicholas Collection,0,0.0,fr,2014-09-07,97.0,"Nederlands, Français, Português",5.2,"David Hemmings, Samantha Eggar, Emlyn Williams, Phyllis Calvert, Ferdy Mayne",Eric Till,0.0,"Little Nicholas Collection Family, Comedy 2014-09-07 fr"
32113,Comedy,carry on teacher,The Carry On Collection,0,0.0,en,2059-08-25,86.0,English,6.9,"Kenneth Connor, Charles Hawtrey, Sid James, Kenneth Williams, Leslie Phillips, Joan Sims, Hattie Jacques, Eric Barker, Joan Hickson, Shirley Eaton, Irene Handl",Gerald Thomas,0.0,The Carry On Collection Comedy 2059-08-25 en
21240,Comedy,carry on constable,The Carry On Collection,0,0.0,en,2060-02-22,86.0,English,6.4,"Brendan Fehr, Brad Rowe, Allison Lange, John Savage, Lorne Stewart",Gavin Wilding,0.0,The Carry On Collection Comedy 2060-02-22 en
11612,"Crime, Action, Comedy",even angels eat beans,Anche gli angeli - Collezione,0,0.0,it,2073-03-22,118.0,Italiano,6.2,"Viggo Mortensen, Soledad Villamil, Daniel Fanego, Javier Godino, Sofía Gala, Oscar Alegre, Sergio Boris, Alberto Ajaka, Mauricio Soto, Nelly Cantero, Carolina Román, Joaquín Daniel, Camilo Vázquez, Pacho Guerty, Osvaldo Djeredjian, Manuela Diaz, Federico D'Auria, Juan Ignacio Machado, Brian Sichel",Ana Piterbarg,0.0,"Anche gli angeli - Collezione Crime, Action, Comedy 2073-03-22 it"
18948,"Animation, Family",ferngully 2: the magical rescue,FernGully Collection,0,0.0,en,1998-03-17,72.0,"Nederlands, English, Deutsch, Español",4.8,"Esther Williams, Akim Tamiroff, Ricardo Montalban, John Carroll, Mary Astor, Cyd Charisse, Fortunio Bonanova, Hugo Haas, Jean Van, Joey Preston, Frank Puglia, Los Bocheros, Alan Napier",Richard Thorpe,0.0,"FernGully Collection Animation, Family 1998-03-17 en"
48805,Comedy,l'allenatore nel pallone 2,L'allenatore nel pallone - Collezione,0,10743767.0,it,2008-11-01,108.0,Italiano,4.1,"Avery Brooks, Rhetta Greene, Mason Adams",Gordon Parks,0.0,L'allenatore nel pallone - Collezione Comedy 2008-11-01 it
75137,"Action, Adventure, History, War",sharpe's battle,Sharpe Collection,0,0.0,en,1995-04-19,100.0,"English, Magyar, Pусский",7.0,"Sean Bean, Daragh O'Malley, Hugh Ross, John Tams, Michael Cochrane, Emily Mortimer",Tom Clegg,0.0,"Sharpe Collection Action, Adventure, History, War 1995-04-19 en"
75138,"History, Action, Adventure",sharpe's sword,Sharpe Collection,0,0.0,en,1995-04-26,101.0,"English, Magyar, Pусский",7.0,"Sean Bean, Brian Cox, Daragh O'Malley, Assumpta Serna, Michael Cochrane, David Troughton, Daniel Craig",Tom Clegg,0.0,"Sharpe Collection History, Action, Adventure 1995-04-26 en"
260346,"Thriller, Action",taken 3,Taken Collection,48000000,325771424.0,en,2014-12-16,109.0,English,6.1,"Chris Hemsworth, Leehom Wang, Tang Wei, Viola Davis, Holt McCallany, Andy On, Ritchie Coster, Christian Borle, John Ortiz, Yorick van Wageningen, Tyson Chak, Brandon Molale, Danny Burstein, Archie Kao, Abhi Sinha, Manny Montana, Spencer Garrett, William Mapother, Adrian Pang",Michael Mann,6.786904666666667,"Taken Collection Thriller, Action 2014-12-16 en"
315360,"Thriller, Crime, Mystery",beck 27 - rum 302,Beck Collection,0,0.0,sv,2015-01-01,95.0,svenska,6.4,"Alexa PenaVega, Lisa Vidal, Leah Pipes, Elizabeth Rice",Tom McLoughlin,0.0,"Beck Collection Thriller, Crime, Mystery 2015-01-01 sv"
87101,"Science Fiction, Action, Thriller, Adventure",terminator genisys,The Terminator Collection,155000000,440603537.0,en,2015-06-23,126.0,English,5.8,"Charlie Sheen, Mare Winningham, David Andrews, Noah Fleiss, Chelsea Russo, John Ratzenberger, Dawnn Lewis, Keone Young",Craig R. Baxley,2.842603464516129,"The Terminator Collection Science Fiction, Action, Thriller, Adventure 2015-06-23 en"
288158,"Thriller, Horror, Drama",the woman in black 2: angel of death,The Woman in Black Collection,1000000,26501323.0,en,2014-12-30,90.0,English,5.0,"Jeremy Brett, Edward Hardwicke, Raymond Adamson, Alastair Duncan",Brian Mills,26.501323,"The Woman in Black Collection Thriller, Horror, Drama 2014-12-30 en"
24023,"Action, Thriller",johan falk: gsi - gruppen för särskilda insatser,Johan Falk GSI Collection,0,0.0,en,2009-06-25,113.0,svenska,7.2,"Jakob Eklund, Joel Kinnaman, Mikael Tornving, Jacqueline Ramel, Jens Hultén, Anastasios Soulis, Meliz Karlge, Martin Wallström",Anders Nilsson,0.0,"Johan Falk GSI Collection Action, Thriller 2009-06-25 en"
24026,"Action, Thriller",johan falk: vapenbröder,Johan Falk GSI Collection,0,0.0,en,2009-09-22,93.0,"English, svenska",6.6,"Emilia Schüle, Selina Shirin Müller, Henriette Nagel, Jonathan Beck, David Berton, Armin Rohde, Anke Engelke, David Rott, Wilson Gonzalez Ochsenknecht, Anna Böttcher, Piet Klocke, Christian Tramitz, Michael Kessler, Ben Unterkofler, Vincent Bruder, Christina Peifer, Marius Weingarten, Sebastian Bender, Anna Böger, George le Bonsai, Axel Kellermann, Thomas Herget, Peter Bosch, Lars Flessner, Felix Kodron, Gerda Böken, Jo Betzing, Florian Korth, Felix Wagner, Robin Schulz, Julian Sommer, Helene Walter, Curtis Knight, Peter Sauckel, Christian Dzielak, Sascha Bogdanovic, Marc Wandt",Ute Wieland,0.0,"Johan Falk GSI Collection Action, Thriller 2009-09-22 en"
59040,Comedy,i due carabinieri,I due carabinieri Collecion,0,0.0,it,1984-01-01,0.0,Italiano,5.9,"Carlo Verdone, Alberto Sordi, Mario Brega, John Steiner, Ulisse Minervini, Sal Da Vinci, Giorgio Conti, Bruno Bilotta, Giuseppe D'Aloja, Maurizio Fabbri, Quinto Gambi, Penny Brown, Giorgio Conti",Carlo Verdone,0.0,I due carabinieri Collecion Comedy 1984-01-01 it
267872,Documentary,korengal,Korengal Valley Documentaries,0,0.0,en,2014-05-30,84.0,English,7.1,"Clive Owen, Stellan Skarsgård, Lois Smith, Gustavo Sánchez Parra, Marco Pérez",Alejandro González Iñárritu,0.0,Korengal Valley Documentaries Documentary 2014-05-30 en
38190,"Action, Adventure",the hire: ticker,The Hire,0,0.0,en,2002-01-01,11.0,English,6.1,"Clive Owen, Gary Oldman, James Brown, Marilyn Manson, Danny Trejo",Tony Scott,0.0,"The Hire Action, Adventure 2002-01-01 en"
38185,"Action, Adventure",the hire: hostage,The Hire,0,0.0,en,2002-01-01,11.0,English,6.5,"Ivan Massagué, Patricia Conde, Guillermo Crehueras, Alex O'Dogherty, Secun de la Rosa, César Sarachu, Denisse Peña, María Castro, Marta Hazas, Eloy Azorín, Armando del Río, Chiqui Fernández, David Fernández",Tom Fernández,0.0,"The Hire Action, Adventure 2002-01-01 en"
132601,"Animation, Family",the reef 2: high tide,The Reef Collection,0,0.0,en,2012-10-30,80.0,English,2.3,"Resmine Atis, Baby Bash, David Bianchi, Jorge Diaz, Chingo Bling, Marisol Doblado, Gina Rodriguez, Jenni Rivera, Edward James Olmos, Chrissie Fit, Lou Diamond Phillips, Kerry Norton",Michael D. Olmos,0.0,"The Reef Collection Animation, Family 2012-10-30 en"
19824,Comedy,van wilder: freshman year,National Lampoon’s Van Wilder Collection,0,0.0,en,2009-02-06,100.0,English,5.2,"Fernandel, Hélène Perdrière, Marcel Vallée, Jacqueline Pagnol, Jacques Castelot, Milly Mathis, Yvette Etiévant, Robert Moor, Pierre Larquey, Jacques Morel",Marcel Pagnol,0.0,National Lampoon’s Van Wilder Collection Comedy 2009-02-06 en
101660,"Drama, Science Fiction, Action, Adventure",v,V: The Collection,0,0.0,en,1983-01-05,197.0,English,6.9,"Jacqueline Pagnol, Rellys, Henri Poupon, Raymond Pellegrin",Marcel Pagnol,0.0,"V: The Collection Drama, Science Fiction, Action, Adventure 1983-01-05 en"
13360,"Action, Fantasy, Science Fiction",highlander v: the source,Highlander Collection,13000000,0.0,en,2007-06-02,86.0,English,3.5,"Faye Emerson, Julie Bishop, Frank Wilcox, Roland Drew, Jackie Gleason, Ruth Ford, Virginia Brissac, Dorothy Vaughan, Dorothy Adams, William Hopper, Vera Lewis, Herbert Rawlinson, Peggy Diggins, Charles C. Wilson, William 'Bill' Phillips, Frank Mayo, Leah Baird, Fred Kelsey",Robert Florey,0.0,"Highlander Collection Action, Fantasy, Science Fiction 2007-06-02 en"
85373,"Drama, Romance",streetdance 2,StreetDance Collection,0,0.0,en,2012-03-30,85.0,"English, Français",5.3,"John Payne, Sonny Tufts, Ellen Drew, Rhys Williams, Percy Helton, John Doucette, Charles Evans, Greta Granstedt, Raymond Largay, Harry Bronson, Hal Baylor, Don Haggerty, Jack Overman, Crane Whitley, John Harmon, Garry Owen",Robert Florey,0.0,"StreetDance Collection Drama, Romance 2012-03-30 en"
125509,"Horror, Thriller",wrong turn 5: bloodlines,Wrong Turn Collection,0,0.0,en,2012-10-23,91.0,English,4.7,"Justin Bieber, Miley Cyrus, Usher Raymond, Jaden Smith, Sean Kingston",Jon M. Chu,0.0,"Wrong Turn Collection Horror, Thriller 2012-10-23 en"
140161,Science Fiction,v: the final battle,V: The Collection,0,0.0,en,1984-06-05,272.0,English,7.3,"Ross Nathan, Sam Pancake, Ben Begley, Herbert Russell, John Livingston, Damien Bray, Tara Reid, Rita Volk, Jamie Kennedy, Chanel Gaines, Hank Baskett, Caitlyn Jenner, Kayden Kross, Kellie Cockrell",Josh Stolberg,0.0,V: The Collection Science Fiction 1984-06-05 en
9817,"Drama, Family, Romance",save the last dance 2,Save The Last Dance Collection,0,0.0,en,2006-10-10,90.0,English,5.2,"Kevin Hart, David Terrell, David Jason Perez, Justine Herron, Harry Ratchford, Joey Wells, William Horton",Leslie Small,0.0,"Save The Last Dance Collection Drama, Family, Romance 2006-10-10 en"
19066,Horror,rest stop: don't look back,Rest Stop Collection,0,0.0,en,2008-09-30,89.0,English,5.0,"Tim Daly, Tom Arnold, Zoe Saldana, Andrea Roth, Edward Herrmann",Tennyson Bardwell,0.0,Rest Stop Collection Horror 2008-09-30 en
28635,"Thriller, Horror",wishmaster 3: beyond the gates of hell,Wishmaster Collection,0,0.0,en,2001-10-23,89.0,English,3.8,"Lee Van Cleef, William Berger, Ignazio Spalla, Aldo Canti, Franco Ressel, Antonio Gradoli, Linda Veras, Claudio Undari, Gianni Rizzo, John Bartha, Romano Puppo",Gianfranco Parolini,0.0,"Wishmaster Collection Thriller, Horror 2001-10-23 en"
19288,"Horror, Comedy",leprechaun: back 2 tha hood,Leprechaun Collection (Original Series),0,0.0,en,2003-12-30,90.0,English,4.9,"Ian Somerhalder, Alexis Knapp, Noel Clarke, Luke Hemsworth, Michael Bisping, Art Parkinson, Ali Cook, Reuben Dabrow, Victoria Broom, Lee Charles, Eleanor Gecks, Brian Cox, Niall Greig Fulton, Kumud Pant, Jozef Aoki, Paul Blackwell, Siegfrid Calizo, Olivia Chenery, Anthony Farrelly, Shane Hart, Osy Ikhile, Jean-Paul Jesstiece, Mathew Kaye, Andreas Matopoulos, Allistair McNab, Shane Nolan, Lydia Piechowiak, Craig Russell, Jamie Swayer, Nick Thomas-Webster, Buppha Witt, Leila Wong, Gordon Alexander, Alina Wazna",Noel Clarke,0.0,"Leprechaun Collection (Original Series) Horror, Comedy 2003-12-30 en"
18616,"Horror, Thriller",no man's land: the rise of reeker,Reeker Collection,2000000,0.0,en,2008-01-05,88.0,"English, Polski",4.4,"Angela Lansbury, George Hearn, Cris Groenendaal, Edmund Lyndeck, Calvin Remsberg",Terry Hughes,0.0,"Reeker Collection Horror, Thriller 2008-01-05 en"
27770,Horror,sometimes they come back... again,Sometimes They Come Back Collection,3000000,0.0,en,1996-03-09,98.0,English,4.0,"Antonio de la Torre, Mario Casas, Julián Villagrán, José Manuel Poga, Inma Cuesta, Joaquín Núñez, Estefanía de los Santos, Alfonso Sánchez, Carlos Olalla, Lucía Guerrero, Diana Lázaro, Jesús Carroza, Óscar Corrales",Alberto Rodríguez,0.0,Sometimes They Come Back Collection Horror 1996-03-09 en
26190,Comedy,carry on cruising,The Carry On Collection,0,0.0,en,2062-01-04,89.0,English,5.7,"Aya Ueto, Hiroyuki Amano, Mayuko Fukuda, Chizuru Ikewaki, Rica Matsumoto, Ryunosuke Kamiki",Masayuki Kojima,0.0,The Carry On Collection Comedy 2062-01-04 en
23338,"Action, Adventure, Comedy, Drama",pride of the bowery,East Side Kids,0,0.0,en,2040-12-15,68.0,English,6.5,"Sid James, Hattie Jacques, Kenneth Connor, Charles Hawtrey, Esma Cannon, Liz Fraser, Bill Owen, Milo O'Shea, Judith Furse, Ambrosine Phillpotts, Renée Houston, Jim Dale, Carole Shelley, Amanda Barrie, Valerie Van Ost, Penelope Lee",Gerald Thomas,0.0,"East Side Kids Action, Adventure, Comedy, Drama 2040-12-15 en"
42185,Horror,shark attack,Shark.Attack,0,0.0,fr,1999-09-11,95.0,English,3.7,"Michael Keaton, Rae Dawn Chong, Joe Pantoliano, Danny Aiello III, Ronald Guttman, Meat Loaf",Roger Young,0.0,Shark.Attack Horror 1999-09-11 fr
48193,"Adventure, Action, Fantasy",ator the iron warrior,Ator Collection,0,0.0,it,1987-09-01,82.0,English,3.0,"Paul Wesley, Kaley Cuoco, Jason London, Leighton Meester, Nestor Carbonell, Gloria Votsis, Torrey DeVitto, Adriana DeMeo, Robert Buckley, Al Santos, Cyia Batten",Jeff Fisher,0.0,"Ator Collection Adventure, Action, Fantasy 1987-09-01 it"
104606,"Comedy, Action",the spiritual boxer,The Spiritual Boxer Collection,0,0.0,zh,1975-11-28,98.0,"广州话 / 廣州話, 普通话",7.4,"Steve Austin, Daniel Magder, Janet Kidder, Emma Grabinsky, Jaren Brandt Bartlett, Samuel Patrick Chu, Tess Atkins",Anne Wheeler,0.0,"The Spiritual Boxer Collection Comedy, Action 1975-11-28 zh"
